Geneid	GSE171968__A08_72H_1	GSE171968__A08_72H_2	GSE171968__A08_72H_3	GSE171968__K09_72H_1	GSE171968__K09_72H_2	GSE171968__K09_72H_3	GSE171968__A08_48H_1	GSE171968__A08_12H_1	GSE171968__A08_48H_2	GSE171968__A08_48H_3	GSE171968__K09_48H_1	GSE171968__K09_48H_2	GSE171968__K09_48H_3	GSE171968__A08_12H_3	CRA014990__RNA seqence for H10 at 72 h Rep1	CRA014990__RNA seqence for H10 at 72 h Rep2	CRA014990__RNA seqence for H10 at 72 h Rep3	CRA014990__RNA seqence for H10 at 96 h Rep1	CRA014990__RNA seqence for H10 at 96 h Rep2	CRA014990__RNA seqence for H10 at 96 h Rep3	GSE174081__15-N-96-1	GSE174081__15-K-96-1	GSE174081__15-N-72-1	GSE174081__15-K-72-1	GSE174081__15-K-72-2	GSE174081__15-N-72-2	GSE174081__15-K-96-2	GSE174081__15-N-96-2	GSE174081__15-K-96-3	GSE174081__15-K-72-3	GSE174081__3-K-96-1	GSE174081__3-N-96-1	GSE174081__3-N-72-1	GSE174081__3-K-72-1	GSE174081__3-N-72-2	GSE174081__3-K-72-2	GSE174081__3-N-96-2	GSE174081__3-K-96-2	GSE174081__3-N-96-3	GSE174081__3-K-96-3	GSE174081__3-K-72-3	GSE174081__3-N-72-3	GSE174081__NIV-N-72-1	GSE174081__NIV-K-72-1	GSE174081__NIV-N-96-1	GSE174081__NIV-K-96-1	GSE174081__NIV-N-72-2	GSE174081__NIV-K-72-2	GSE174081__NIV-K-96-2	GSE174081__NIV-N-96-2	GSE174081__NIV-K-72-3	GSE174081__NIV-N-72-3	GSE174081__NIV-K-96-3	GSE174081__NIV-N-96-3
FGRAMPH1_01G00001	1.49974471	0.31196415	0.83810347	1.79054583	0.75816998	0.63826723	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.52232954	0.00000000	0.00000000	3.46193639	1.66136447	0.00000000	0.00000000	0.00000000	1.21196848	0.55494703	0.00000000	1.23342536	0.00000000	0.71507277	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.27967845	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.42647804
FGRAMPH1_01G00003	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.32867509	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00005	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00007	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00009	1.02383562	5.32423963	6.67509308	1.43806797	2.58791190	1.63397990	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	31.75673506	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	5.05215914	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00011	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.98236601	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00013	0.00000000	0.75739184	0.33912696	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	28.90813734	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.94243756	0.00000000	0.00000000	0.14972655	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.34560758	0.00000000	0.00000000	0.00000000	0.27148048	0.00000000	0.46024504	8.85203421	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00015	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	11.55136942	428.33207661	3224.00205047	287.84500076	351.11439848	630.22396584	896.50198373	28.01471776	2180.65886427	1060.66323322	234.47360811	443.11009225	7679.47628490	77.53226877	2951.65484529	588.76646386	520.98504771	25.05224882	179.17041767	32.21973111	338.01381057	243.84285810	1934.15486948	6035.73261813	777.58502309	19.44587842	619.35477478	1902.28892915	369.85518675	5986.89916790	2724.22306087	0.00000000	747.40495251	45.18516964
FGRAMPH1_01G00017	3.55046860	0.92317288	3.30685175	10.28558055	5.12822272	3.30536134	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.45817768	0.00000000	0.00000000	0.00000000	0.00000000	1.64221450	0.00000000	6.42397575	0.00000000	0.00000000	2.10092308	0.00000000	64.29731076	3.79130033	0.00000000	2.17898890	0.00000000	1.76481729	0.00000000	3.36591221	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00019	0.00000000	7.41721659	6.64221084	1.25211090	3.86274535	3.79383839	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.97501862	0.00000000	0.00000000	0.00000000	28.81559546	6.59717206	0.00000000	13.78310313	0.00000000	8.50073577	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00021	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00023	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00025	2.18851636	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.89994369	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00027	0.00000000	0.00000000	0.00000000	0.65132226	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.52546509	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.46098927	0.00000000	1.56304444	15.03125690	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00029	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00031	0.00000000	2.68874102	0.00000000	0.90778040	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.43188850	0.00000000	0.00000000	0.00000000	0.00000000	4.78294974	0.00000000	1.48828188	0.00000000	0.00000000	6.11893846	0.00000000	0.00000000	8.58834839	0.00000000	12.69261036	4.12215563	0.64250380	0.00000000	2.17849318	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00033	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00035	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	6.46708697	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00037	1.12859370	1.17380235	0.00000000	0.00000000	0.81505859	0.30019458	0.00000000	37.86761263	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00039	0.00000000	0.00000000	0.00000000	0.25890350	0.26623794	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.34951910	0.00000000	2.56788748	0.00000000	0.00000000	0.00000000	1.22514524	0.00000000	0.00000000	0.00000000	2.97915247	0.00000000	0.00000000	0.66701709	0.00000000	3.51545579	0.00000000	23.49826247	0.00000000	2.79935980	0.00000000	1.80999791	0.00000000	1.83245289	0.00000000	0.62131713	0.00000000	0.00000000	0.00000000	0.00000000	6.10897325	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.74880726
FGRAMPH1_01G00041	1.29800081	0.89999699	1.20893796	0.75964887	1.56233773	0.46034022	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.79192491	2.71320797	0.00000000	0.00000000	1.22137698	0.00000000	0.23964661	0.00000000	0.00000000	0.00000000	0.00000000	0.80049368	0.00000000	1.63684319	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.41068014	0.00000000	0.00000000	0.68990052	0.64519210	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.40342739	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.43941514
FGRAMPH1_01G00043	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00045	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00047	25.16087837	23.78978226	21.30404953	4.81918445	2.89082878	2.43365117	0.00000000	0.00000000	1.25256890	0.00000000	44.33610670	0.00000000	0.00000000	0.00000000	288.87669001	322.73421286	298.73879947	338.01173440	190.48077493	198.00042669	2.53384878	0.00000000	0.00000000	42.61963076	4.62111853	4.23191866	0.00000000	12.32168067	42.20630060	0.00000000	1.35349791	36.44937856	0.00000000	3.79945367	17.34267248	53.34405830	0.00000000	5.40058490	0.00000000	0.00000000	0.00000000	2.29234761	127.27986883	0.00000000	208.47082339	55.45211781	0.00000000	0.00000000	111.95874427	27.35948544	20.37175603	305.72500647	44.13954806	127.53423031
FGRAMPH1_01G00049	3.96631115	11.19694889	3.69416110	1.59172454	1.43221426	1.50714128	0.00000000	0.00000000	0.62056496	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	24.89030841	32.86698370	35.52127095	45.67157308	39.98754756	19.61922036	1.88303145	27.92959842	0.00000000	18.76907128	6.86837481	4.19327101	58.45684168	6.61717502	0.00000000	0.00000000	4.02341159	18.05825376	0.00000000	2.68911104	8.59214595	40.33815896	8.13137549	6.05537823	0.00000000	0.95495592	0.00000000	6.81423877	31.52937390	0.00000000	18.77881639	14.26475054	0.00000000	0.00000000	28.93990174	40.66444070	5.04642815	25.24441644	12.49612776	32.91592602
FGRAMPH1_01G00051	8.35615336	8.69088005	19.45698126	11.24791881	7.04051453	17.04033809	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	7.64727489	2.18335591	7.27568120	0.00000000	3.93143565	8.03705436	33.16967301	68.64850790	71.76510363	11.53318353	73.15474403	90.18356414	0.00000000	31.38349094	51.39600017	152.72702385	214.26585843	310.69924819	201.76799203	131.53103064	84.47497032	54.70215914	177.65519214	57.45757845	263.22567535	44.00996330	304.72457165	181.44535906	201.49074634	72.18977653	57.69585843	63.63014424	88.62820851	95.27457179	77.05939043	99.94963538	37.21103584	62.04856566	46.07158215	77.79275444
FGRAMPH1_01G00053	13.26736425	32.46781603	18.89896972	6.02903212	7.32706916	2.90622337	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	15.71298558	23.24656114	19.02659272	51.25684582	61.68645072	49.54161620	216.56638152	0.00000000	0.00000000	565.50680575	302.72685949	375.41643248	0.00000000	150.64140482	0.00000000	0.00000000	1033.52334092	596.94453938	0.00000000	518.91217651	47.33786073	818.07466033	469.14797663	255.64377419	134.09609876	673.44211916	303.57466760	261.23391478	60.79815118	40.45351628	620.76389265	277.97822045	0.00000000	0.00000000	661.02193792	112.01902531	76.45814723	34.77061132	473.32031100	135.21848509
FGRAMPH1_01G00055	0.00000000	0.00000000	3.38431826	0.21265720	0.00000000	0.32217076	0.00000000	81.27953165	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	16.02715667	0.00000000	0.00000000	2.10920187	0.00000000	0.00000000	0.00000000	2.68348065	0.00000000	0.00000000	2.50758090	0.00000000	1.12045675	0.00000000	0.44825892	0.00000000	0.00000000	2.86685257	0.00000000	0.00000000	2.29932774	0.00000000	2.97337871	0.00000000	0.90308000	0.00000000	1.78617303	4.90771638	3.64157709	0.00000000	0.00000000	0.00000000	0.28234011	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.12301050
FGRAMPH1_01G00057	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00059	14.14118261	0.00000000	0.00000000	0.00000000	1.27657681	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.91627624	174.26159698	0.00000000	0.00000000	28.56930832	0.00000000	0.00000000	6.10577182	0.00000000	0.00000000	4.18388954	0.00000000	0.00000000	1.67782142	53.60911578	0.00000000	5.63713590	14.93684037	0.00000000	1.48956799	0.00000000	0.00000000	39.34434692	0.00000000	0.00000000	3.29638110	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	19.49182322	5.02660875
FGRAMPH1_01G00061	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	93.14416127	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00063	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.97905340	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00065	4.90746973	6.56235095	3.91777860	4.18502152	3.54412342	7.08611849	0.00000000	0.00000000	0.76781766	0.00000000	27.17778292	0.00000000	0.00000000	0.00000000	0.00000000	5.49539581	14.65001570	0.00000000	1.97904473	0.00000000	2.32985248	0.00000000	0.00000000	0.00000000	5.66543911	2.59414223	0.00000000	5.93871317	0.00000000	1.67133110	5.80780599	0.00000000	0.00000000	0.99816156	0.00000000	0.00000000	1.11787271	2.43933644	0.00000000	2.06772234	5.68130557	0.00000000	0.00000000	0.00000000	0.00000000	1.30737827	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.86532766	3.13280652
FGRAMPH1_01G00067	3.18789666	3.31559586	0.74228946	1.11942092	1.72669927	1.69589693	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.45872874	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.44142998	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.91763045	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.37823720	0.00000000	3.91294346	0.00000000	0.39614878	0.00000000	0.33579856	0.00000000	3.19485826	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.78068964
FGRAMPH1_01G00069	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.23388389	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.12716961	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00071	8.80062960	11.18719666	9.10752314	12.01789661	8.12120141	10.92410203	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	22.20611954	0.00000000	0.00000000	56.68437013	15.80429822	32.56476419	0.00000000	16.64704353	0.00000000	4.66234208	24.30216692	0.00000000	0.00000000	19.02720886	0.00000000	26.40543054	23.38811705	25.51788123	0.00000000	32.13663703	0.00000000	13.71976365	0.00000000	0.00000000	24.30591483	0.91176498	0.00000000	0.00000000	0.00000000	23.39246785	0.00000000	0.00000000	0.00000000	0.19861980
FGRAMPH1_01G00073	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G00075	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	582.22158602	472.35298088	500.91403100	103.42434626	124.46885362	90.87583036	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.20875686	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	6.61040969
