Geneid	GSE171968__A08_72H_1	GSE171968__A08_72H_2	GSE171968__A08_72H_3	GSE171968__K09_72H_1	GSE171968__K09_72H_2	GSE171968__K09_72H_3	GSE171968__A08_48H_1	GSE171968__A08_12H_1	GSE171968__A08_48H_2	GSE171968__A08_48H_3	GSE171968__K09_48H_1	GSE171968__K09_48H_2	GSE171968__K09_48H_3	GSE171968__A08_12H_3	CRA014990__RNA seqence for H10 at 72 h Rep1	CRA014990__RNA seqence for H10 at 72 h Rep2	CRA014990__RNA seqence for H10 at 72 h Rep3	CRA014990__RNA seqence for H10 at 96 h Rep1	CRA014990__RNA seqence for H10 at 96 h Rep2	CRA014990__RNA seqence for H10 at 96 h Rep3	GSE174081__15-N-96-1	GSE174081__15-K-96-1	GSE174081__15-N-72-1	GSE174081__15-K-72-1	GSE174081__15-K-72-2	GSE174081__15-N-72-2	GSE174081__15-K-96-2	GSE174081__15-N-96-2	GSE174081__15-K-96-3	GSE174081__15-K-72-3	GSE174081__3-K-96-1	GSE174081__3-N-96-1	GSE174081__3-N-72-1	GSE174081__3-K-72-1	GSE174081__3-N-72-2	GSE174081__3-K-72-2	GSE174081__3-N-96-2	GSE174081__3-K-96-2	GSE174081__3-N-96-3	GSE174081__3-K-96-3	GSE174081__3-K-72-3	GSE174081__3-N-72-3	GSE174081__NIV-N-72-1	GSE174081__NIV-K-72-1	GSE174081__NIV-N-96-1	GSE174081__NIV-K-96-1	GSE174081__NIV-N-72-2	GSE174081__NIV-K-72-2	GSE174081__NIV-K-96-2	GSE174081__NIV-N-96-2	GSE174081__NIV-K-72-3	GSE174081__NIV-N-72-3	GSE174081__NIV-K-96-3	GSE174081__NIV-N-96-3
FGRAMPH1_01G15085	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	15.49089339	0.00000000	0.00000000	24.37975451	29.73851489	24.51048977	0.00000000	13.43766457	54.32246281	24.56440373	22.64660497	0.00000000	0.00000000	27.94378734	0.00000000	21.68132731	18.77707903	19.38943837	0.00000000	31.01057912	11.92871989	14.75205903	16.38180993	38.15011322	73.17723823	24.70526190	56.20479273	0.00000000	25.06065038	35.21357261	0.00000000	65.58158008	0.00000000	21.22828616
FGRAMPH1_01G15087	204.22150672	117.32688067	119.55979518	28.68472249	32.30659745	56.90757586	0.00000000	0.00000000	10.65076221	0.00000000	0.00000000	60.81550922	0.00000000	0.00000000	35.59938311	18.29501677	37.25650545	174.19147517	153.73269067	123.46578331	3.23184865	95.87119207	200.44735841	72.48009306	62.87039010	32.38611737	100.32953235	41.26933008	0.00000000	4.63676497	18.41436025	0.00000000	0.00000000	21.23048952	0.00000000	23.87324833	21.70915818	18.85214897	66.83786741	4.09747934	15.76161577	50.67956581	194.81001867	100.81675687	48.34515034	13.60144709	0.00000000	133.05586750	0.00000000	186.11311415	51.96713626	0.00000000	75.06490541	23.30856260
FGRAMPH1_01G15089	154.14078607	205.29582873	175.06588419	120.71289022	142.75243173	144.82698350	19.27127018	111.62316377	117.80751924	18.28836888	236.43942517	138.69631772	0.00000000	146.73656845	916.41210910	874.46038297	838.08825311	845.83789622	887.46626325	911.92555769	152.93951170	218.64457744	142.85680816	137.74888106	232.99687912	104.63503991	157.30845800	179.75663498	613.85839343	112.35556933	128.61254023	106.02567221	180.73922342	127.09834613	142.93368805	99.36306235	127.31161625	138.62923709	133.37708483	111.20244024	206.68985691	147.80930353	228.31324103	114.96173527	137.82040177	115.80637512	127.02584523	189.65514625	99.11722377	265.28187406	182.71316928	98.81192494	125.33817156	190.10630436
FGRAMPH1_01G15091	9.18558312	11.29054101	16.33286569	14.95455202	19.29813019	19.54618218	0.00000000	56.03693148	4.57280369	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	15.28425735	26.18263952	15.99572711	59.82996563	68.36094604	33.73291253	10.63798725	0.00000000	43.03008569	10.37288007	13.49640272	21.62949008	21.53776637	12.29313394	30.81684801	9.95375521	43.48316966	0.00000000	0.00000000	23.77854582	0.00000000	20.49950530	11.98365567	9.96183542	21.52215313	26.03636537	6.76710018	18.41128444	0.00000000	0.00000000	20.75653157	9.34344360	21.25645593	0.00000000	3.55419385	19.97647490	14.87439791	0.00000000	4.60405784	11.19461818
FGRAMPH1_01G15093	12.79266778	6.65255509	4.46808513	9.82648891	6.35162766	7.23078219	0.00000000	0.00000000	10.50802004	0.00000000	0.00000000	125.00095001	0.00000000	0.00000000	21.95142374	27.57612278	23.66940359	38.19043339	29.34137832	41.52650702	3.54281691	0.00000000	0.00000000	9.93176533	9.69184332	2.95852561	41.24371240	8.54830535	29.50633773	3.81218563	3.78491039	25.48168540	28.95864705	7.58911492	24.24845314	1.96277480	0.00000000	8.54463810	0.00000000	5.05320584	12.95864802	3.20515097	0.00000000	20.72200093	0.00000000	7.08233426	20.35250871	0.00000000	23.82134308	19.12695986	0.00000000	35.62195361	4.40826672	9.58174158
FGRAMPH1_01G15095	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.27288800	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.20023107
FGRAMPH1_01G15097	12.36766220	23.58231322	32.63730843	14.11432655	16.00280215	14.25525322	0.00000000	0.00000000	9.03014789	0.00000000	0.00000000	0.00000000	0.00000000	27.27545184	26.40977491	16.15755911	17.94748601	18.46082411	11.63757198	29.73843618	13.70046140	0.00000000	0.00000000	8.53493898	33.31504060	20.97506199	0.00000000	18.73243260	0.00000000	12.28511648	14.63666342	0.00000000	37.32875434	20.54355761	0.00000000	10.12035378	23.00738026	17.16189539	44.27176018	19.10704985	8.35208544	8.26311346	22.93997636	0.00000000	17.07874082	8.64889360	13.11756375	0.00000000	8.77330908	0.00000000	45.89567128	0.00000000	5.68241690	11.09515930
FGRAMPH1_01G15099	38.91288839	39.97199187	30.87355145	44.02893111	38.51080844	51.11326984	0.00000000	0.00000000	71.55596868	0.00000000	55.87070357	60.08562893	0.00000000	0.00000000	43.96516923	48.20119530	49.35801845	28.68348462	35.25963543	60.99200136	14.90095350	0.00000000	24.75520996	31.82676431	31.05792403	18.66516972	49.56271130	25.95788806	17.72893386	13.74334982	17.62481693	61.24285828	52.19955891	21.88767733	29.13944969	22.40739576	14.55441709	18.62589399	41.27231843	18.41977976	31.14490395	21.18402530	37.42511048	24.90169992	19.90205569	19.93334285	24.45767984	65.72949552	14.31309503	11.49246679	42.78620846	21.40351220	39.73071980	27.32233327
FGRAMPH1_01G15101	12.64301770	27.27296547	18.31746296	29.10378232	31.61912154	27.40153464	0.00000000	0.00000000	13.84679470	10.29669674	18.15270784	14.64162071	0.00000000	0.00000000	173.98560393	184.99368654	193.25582035	136.99556973	105.74820124	113.49533892	40.20094507	23.08144171	24.12932352	34.89984858	24.59655733	26.85671402	24.15480817	33.96652383	34.56138577	20.09381467	38.79176079	44.77084045	0.00000000	37.11277665	14.20135822	21.84086915	28.37287498	56.44335227	20.11441481	21.30812955	34.15215011	14.07847445	20.84508040	0.00000000	27.15842030	10.26045264	5.95982896	0.00000000	17.93727872	22.40380506	16.68177758	0.00000000	15.49048291	17.69095303
FGRAMPH1_01G15103	8.73865334	3.02956734	5.42603139	7.56909858	9.25608087	8.98765658	0.00000000	0.00000000	8.93263925	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	6.39786096	3.65327721	0.00000000	6.95675500	0.00000000	0.00000000	2.90411189	0.00000000	0.00000000	4.82444438	7.06185016	7.54493480	0.00000000	5.50993694	0.00000000	11.11082084	5.51566283	37.13387393	0.00000000	4.97674917	8.83417823	4.29045984	5.57361888	5.21242515	10.00999047	5.89113650	4.72108491	5.83849097	0.00000000	30.19769525	4.82694928	3.80244524	0.00000000	0.00000000	12.39796260	13.93663930	5.18858105	0.00000000	3.21203284	2.83998337
FGRAMPH1_01G15105	10.43389960	14.72751835	11.10625525	15.17874262	12.64846104	9.51535683	10.36134598	0.00000000	23.67091921	0.00000000	0.00000000	46.60696082	0.00000000	0.00000000	35.46682084	39.72527565	31.14778113	2.22490813	21.03849349	4.30091017	10.31991712	0.00000000	0.00000000	6.17181173	6.02271905	9.65207876	19.22229479	14.22008325	0.00000000	10.66038216	7.05607318	0.00000000	0.00000000	9.19627524	0.00000000	12.80695820	11.88369191	7.96473173	32.01393349	10.36256217	12.07917221	8.96287262	0.00000000	0.00000000	6.17501620	2.77965109	0.00000000	0.00000000	0.00000000	0.00000000	19.91293269	0.00000000	4.10908706	10.44525416
FGRAMPH1_01G15107	0.00000000	5.20401487	1.55342028	0.00000000	1.80676799	0.00000000	0.00000000	0.00000000	1.82666298	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	9.15822840	33.99168214	20.33083496	0.00000000	37.66568996	9.62502074	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.05753255	0.00000000	0.00000000	1.97385112	0.00000000	0.00000000	1.58310569	0.00000000	0.00000000	0.00000000	2.07259289	0.00000000	1.40547947	0.00000000	0.00000000	0.00000000	0.00000000	13.81908867	1.55514753	0.00000000	0.00000000	7.09883342	0.00000000	0.00000000	0.00000000	0.00000000	4.06529878
FGRAMPH1_01G15109	8.71546665	17.32343204	7.03512452	13.80585650	15.87541915	11.64264873	0.00000000	0.00000000	11.03011353	0.00000000	0.00000000	0.00000000	0.00000000	15.37676480	5.67189797	9.10895950	6.07082748	2.89095680	10.38789982	6.70611715	12.87291675	0.00000000	29.94039675	10.42522747	24.25961010	18.63312401	29.97201887	11.11806197	14.29493871	21.70095744	9.85600825	6.17255747	7.01479947	8.91599592	5.87382539	16.16539731	9.88236468	10.49345983	3.32781016	12.64865716	10.98663587	19.02179811	28.02064226	15.05878513	9.62828341	13.09265772	19.72036430	0.00000000	11.54072872	18.53288073	18.97431779	25.88665772	19.22106120	23.76109080
FGRAMPH1_01G15111	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.59788474	0.00000000	0.00000000	45.79352285	31.28110096	49.10836097	0.00000000	38.38380160	0.00000000	15.81955106	41.88364292	0.00000000	40.05688077	43.04015694	0.00000000	48.86994364	67.01258351	84.65932360	47.50730772	43.80285759	0.00000000	26.60103907	49.23303304	28.66358774	18.32691974	32.48345599	14.07624488	0.00000000	28.24348699	26.45725642	29.54994023	49.27386097	30.48854701	42.45737175
FGRAMPH1_01G15113	118.47295178	147.22232267	167.66537923	90.49664539	98.89394413	113.77281502	0.00000000	154.87454465	104.47651580	0.00000000	178.93865756	264.60213497	0.00000000	142.51550411	123.91145477	96.48456870	103.15409383	66.60241111	138.98709648	75.47257430	151.69318473	227.52320101	198.21050011	184.75259100	186.50639592	160.83521013	198.41984389	146.02587891	141.95237492	155.89074033	108.34276648	196.14420699	167.18098038	132.89843508	104.99144250	164.30359849	139.84151028	165.57717146	158.62080374	137.43550300	211.96588307	164.99075966	171.23206160	179.44507687	140.22990910	169.64509585	176.24540708	157.88526373	199.73555863	55.21086492	232.95538743	68.54962431	220.56091593	220.64012178
FGRAMPH1_01G15115	14.57725432	37.90295704	8.48564381	19.83520179	18.42319661	13.57091090	0.00000000	0.00000000	21.95214367	0.00000000	0.00000000	0.00000000	0.00000000	96.44535688	20.01093077	8.56991241	38.07713332	43.51802689	20.57509055	73.60808814	19.17595173	0.00000000	93.89531180	30.17934369	7.36257505	13.48496843	0.00000000	24.12721287	0.00000000	13.03196497	25.87744898	0.00000000	0.00000000	19.88994466	0.00000000	53.67799977	11.62193658	19.47324278	0.00000000	12.28401443	44.29916680	29.21817507	81.11521743	0.00000000	15.09750657	9.34458695	0.00000000	124.65439569	23.26666109	0.00000000	48.68580460	0.00000000	10.04644633	26.64830214
FGRAMPH1_01G15117	7.69941328	6.00587445	9.56148655	13.29283405	15.75456841	16.72506004	0.00000000	86.11259584	6.32437193	0.00000000	0.00000000	20.06220004	0.00000000	0.00000000	14.09249623	12.07054881	15.64233838	22.98534874	12.67857506	25.91887695	12.08294743	0.00000000	66.12482661	21.25349851	20.74007698	4.74832653	0.00000000	15.67214248	0.00000000	19.88486486	7.59330522	0.00000000	23.23879019	17.35686305	9.72947241	9.45054753	7.16155270	10.52457096	27.56111647	18.65348868	5.19954026	10.28830260	14.28114350	16.62903074	10.63226678	13.75991965	0.00000000	0.00000000	16.38531148	15.34903915	5.71441450	85.75791934	17.68777133	16.02997337
FGRAMPH1_01G15119	11.57545498	13.07106506	12.32137193	17.07169119	19.94379074	16.01056425	0.00000000	0.00000000	15.93753714	0.00000000	12.82107563	10.34122998	8.12574757	8.75257037	21.18694629	22.81350883	31.10004666	31.59464425	23.34027962	51.53182747	17.03611478	0.00000000	34.08459879	15.06353036	25.39028747	20.80430164	25.59044842	17.62546437	12.20518021	10.24982106	14.48192257	10.54039865	11.97863012	17.42260136	15.04541549	16.23788106	21.09418659	15.86395298	42.61982883	16.30386156	18.76102773	10.60638445	25.76467494	0.00000000	16.44147437	16.65234737	21.04683736	22.62517150	16.89189360	31.64716600	23.56434466	29.46976120	10.94077284	16.52556956
FGRAMPH1_01G15121	0.00000000	0.00000000	0.00000000	0.82760607	1.27657681	0.00000000	0.00000000	0.00000000	1.29063367	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.84745500	0.00000000	0.00000000	0.00000000	0.00000000	2.61085083	0.00000000	0.00000000	4.87942380	0.00000000	0.00000000	0.00000000	0.58150208	0.00000000	2.80935997	1.39462985	0.00000000	0.00000000	1.67782142	0.00000000	2.89290265	3.75809060	1.17151689	0.00000000	0.49652266	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	6.49727441	0.23936232
FGRAMPH1_01G15123	0.00000000	6.17509898	0.92164648	1.38990301	1.78659673	0.52641777	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	57.95829391	65.15593691	94.77532089	79.76135968	58.66115828	51.39484760	1.64427388	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.16276494	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.46962944	0.00000000	0.00000000	0.00000000	0.49186893	0.00000000	0.41693649	0.00000000	1.98341081	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.80398253
FGRAMPH1_01G15125	25.16377742	26.17177566	23.43715461	17.67237897	19.30883099	17.56994357	0.00000000	105.53977208	37.03333466	0.00000000	182.90751245	0.00000000	0.00000000	41.62185554	31.66495192	49.31229699	35.60380876	42.25633504	75.47459547	22.69016297	16.98666206	0.00000000	0.00000000	19.53624815	41.30600566	18.91356551	60.84623730	21.40668343	29.02017500	11.24812186	22.33528867	0.00000000	28.48150838	13.80853407	11.92446111	19.30435036	23.82386524	12.31262026	6.75579205	15.90382856	31.86283544	15.76170566	0.00000000	20.38057379	0.00000000	17.23079816	20.01716953	0.00000000	26.77582797	37.62362701	14.00719600	0.00000000	17.34253473	21.56308669
FGRAMPH1_01G15127	14.21950467	14.78910261	18.09989769	17.47598639	23.61910906	17.90262776	0.00000000	0.00000000	28.55120290	0.00000000	0.00000000	29.64117256	0.00000000	12.54379069	65.06609938	98.08588822	75.11070885	164.14009033	117.74484592	155.91210070	22.57767659	35.04535172	24.42425796	9.81289775	9.57584723	15.78483031	12.22502705	6.43195051	87.45958012	5.64983967	9.53600799	0.00000000	0.00000000	13.49691333	14.37494243	20.94426156	24.94077356	19.08368797	4.07205495	10.18516294	7.68213206	1.90007422	0.00000000	36.85318424	3.92719709	9.50196332	6.03267638	0.00000000	6.05217578	0.00000000	16.88568013	0.00000000	5.22660806	6.54671492
FGRAMPH1_01G15129	24.90077808	11.51032943	36.07675722	2.91461267	13.98684157	12.51078479	0.00000000	0.00000000	206.05247167	0.00000000	0.00000000	43.25562417	0.00000000	36.61052845	0.00000000	26.02501828	7.22701444	49.55815436	3.90513842	47.89976878	1.53245592	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.52693652	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.31307763	0.00000000	0.00000000	0.00000000	1.71907370	0.00000000	1.74862329	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	5.80449715	0.00000000	0.00000000	0.00000000	0.00000000	24.64142173	0.00000000	0.00000000	6.74377323
FGRAMPH1_01G15131	28.89988411	9.39298171	37.01074688	13.31939807	13.69672149	24.02212081	0.00000000	0.00000000	5.93466052	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	6.61205427	2.83168867	0.00000000	0.00000000	0.00000000	0.00000000	7.00312280	0.00000000	0.00000000	22.43682648	0.00000000	16.70899473	0.00000000	9.21007876	0.00000000	12.91814869	23.51382464	0.00000000	0.00000000	12.85841306	27.38981025	17.73639876	17.28065242	11.67168466	15.51767082	9.89359350	0.00000000	18.10187156	0.00000000	0.00000000	59.86260246	5.05253173	22.98915103	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.66882859
FGRAMPH1_01G15133	0.00000000	0.00000000	3.06970700	0.57866480	0.00000000	2.62999155	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G15135	1.46937688	6.11294583	5.47421995	2.06387019	1.06116864	0.78167896	0.00000000	0.00000000	4.02320088	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	40.34175209	44.91973626	34.54333188	32.89939644	33.18327215	29.67857195	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	5.13591311	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.44768832
FGRAMPH1_01G15137	1.05383335	0.54802365	0.00000000	0.18502531	0.38053372	0.28030908	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.96443339	3.30423799	1.83513997	3.14604844	1.48743489	3.04077088	2.04294920	0.00000000	27.15189271	0.00000000	0.00000000	0.00000000	0.00000000	0.39001381	0.00000000	0.00000000	0.62358608	0.00000000	0.00000000	0.75021060	0.00000000	0.00000000	0.00000000	1.44051806	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.49130776	0.00000000	36.04655773	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.21405395
FGRAMPH1_01G15139	0.00000000	0.00000000	2.64775415	0.00000000	1.02652568	3.78080115	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	10.40660088	4.45674712	0.00000000	4.24338149	8.02499236	73.82490136	0.78729265	0.00000000	0.00000000	0.00000000	5.74331456	2.62980054	73.32215537	1.63659863	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	21.55418057	6.97875484	2.26647732	1.05980007	12.21150040	0.00000000	23.03759648	2.84902308	0.00000000	0.00000000	0.00000000	1.32534910	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.44357689
FGRAMPH1_01G15141	47.81844987	14.92018136	37.85676238	34.42219336	25.03713940	57.23652138	0.00000000	0.00000000	20.94855118	0.00000000	185.37447312	0.00000000	0.00000000	0.00000000	17.50474484	29.98643725	4.16354011	0.00000000	40.49605972	27.59543519	3.97286983	0.00000000	0.00000000	59.39922848	9.66071987	17.69414933	0.00000000	13.17455141	0.00000000	0.00000000	11.31826767	76.19956789	0.00000000	23.82894351	0.00000000	70.43298236	11.43719481	11.88446326	0.00000000	9.06656123	0.00000000	23.96143692	26.60860456	0.00000000	19.81002307	15.60541110	60.86145186	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	14.08363624
FGRAMPH1_01G15143	12.02351856	10.90192630	9.47567072	3.68073943	6.56810662	3.44414546	0.00000000	20.68841743	1.35059603	0.00000000	0.00000000	28.91947445	0.00000000	0.00000000	34.98557015	31.41591492	19.86396539	39.57572613	16.53547184	23.12874549	3.07366873	0.00000000	47.65916075	30.63672008	2.49138564	1.14077807	15.90316562	5.85699006	22.75470119	0.00000000	0.72971192	29.47645396	0.00000000	1.60945801	0.00000000	3.02730583	0.98317252	2.22202555	0.00000000	0.77938638	7.49508884	4.94349745	20.58613531	0.00000000	12.77192792	0.86238243	0.00000000	0.00000000	3.93654564	0.00000000	0.00000000	0.00000000	16.99783838	5.19752237
FGRAMPH1_01G15145	1.16188087	4.83369171	2.16431589	6.93585028	5.45413856	9.27145899	0.00000000	77.96898893	2.54501359	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	7.07899933	0.00000000	0.00000000	4.81089257	9.38935133	6.44892100	0.00000000	5.25557004	42.87812374	5.53980534	2.75008470	0.00000000	0.00000000	5.51418837	0.00000000	0.00000000	1.85265422	4.33148626	0.00000000	3.91639224	0.00000000	2.32883629	0.00000000	30.11287026	0.00000000	2.70840301	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	6.40602055	2.36000491
FGRAMPH1_01G15147	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.02877072	0.00000000	0.00000000	0.70599338	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.35973054	0.00000000	0.00000000	7.69760424	0.00000000	7.44001603	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G15149	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G15151	1.89564432	2.36589494	1.76557392	1.46443035	3.55943782	4.43715654	0.00000000	0.00000000	0.41522678	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.59436912	0.00000000	1.13182769	0.00000000	0.00000000	0.62997844	0.00000000	0.00000000	1.56982379	0.00000000	0.70144084	0.00000000	1.27839847	0.00000000	0.00000000	3.14079334	0.00000000	0.00000000	3.23876435	0.00000000	1.86142773	1.20906490	1.03648642	0.00000000	2.87537139	3.07238340	2.27974074	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.69307569
FGRAMPH1_01G15153	46.58185179	46.20485082	39.36843215	53.91780170	64.32269868	49.79066735	0.00000000	86.83094909	38.73515994	0.00000000	66.88171814	40.45911875	0.00000000	34.24363297	77.36586130	68.29418900	69.10000455	66.95604658	71.83581536	74.67169376	57.09636732	85.04111302	155.57836334	69.65008595	48.79721275	47.08138222	66.74686302	53.35023861	63.66887195	27.76256980	46.45033573	41.23834800	78.10882903	45.85228754	45.78296749	42.35281873	38.51357085	47.16607631	29.64376740	51.24797311	73.40080923	37.17395814	57.60110852	67.07100197	42.88384556	33.58080829	43.91670979	0.00000000	33.04399625	41.27221649	30.73111615	38.43258394	59.45107708	44.59252656
FGRAMPH1_01G15155	0.89144308	0.00000000	0.00000000	0.00000000	1.28758178	0.94845960	0.00000000	0.00000000	1.95263974	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.79507201	3.10470879	2.66125865	2.51645773	20.57763055	0.00000000	0.00000000	0.00000000	7.38223170	0.00000000	0.00000000	0.00000000	3.37246140	0.00000000	6.37555183	0.00000000	0.00000000	0.00000000	0.84614270	0.00000000	2.18838110	1.42143298	1.77242426	0.00000000	0.37560227	21.67222169	3.57355913	9.92088058	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.44031750
FGRAMPH1_01G15157	82.23252314	88.09234977	83.48321462	89.22597055	75.12514941	77.86796729	0.00000000	0.00000000	133.29192458	0.00000000	159.39256387	25.71258773	0.00000000	43.52504177	58.70005637	30.94028018	50.11975220	56.46312584	41.78420476	33.21875946	42.35884868	0.00000000	42.37422620	20.42955572	49.84009553	50.20670901	0.00000000	37.60225962	30.34714125	54.89143099	37.95444928	26.20780367	0.00000000	42.14900885	24.93942961	56.52375191	30.15811674	44.34936733	42.38823003	40.19168338	46.64769785	46.15077553	27.45500153	42.62497739	40.88032593	24.91946149	52.33116884	0.00000000	28.00017000	39.34399166	21.97152613	73.27405169	54.40660000	29.39730967
FGRAMPH1_01G15159	17.97491231	9.02514467	15.58696630	9.35893484	12.08603240	15.49750767	0.00000000	0.00000000	14.25563557	0.00000000	0.00000000	58.14230002	0.00000000	65.61367436	12.47934419	13.60398683	6.47615579	14.80308507	26.24557317	7.15386157	13.73239721	15.27617896	95.81824276	25.66450182	12.52226176	21.78846236	31.97314767	17.73958937	22.87404403	19.20945486	16.13785967	39.50806767	44.89892130	17.64980973	37.59600327	21.30228313	22.73156751	15.71278012	10.64998986	18.28106168	0.00000000	11.18120598	48.28624394	16.06420851	41.08452336	23.98438326	15.77776899	0.00000000	26.38127906	0.00000000	49.68286653	0.00000000	6.83479515	31.47459096
